query_alias,record_id,canonical_product_tr,sector,candidate_cn,cbam_scope_candidate,base_confidence,disambiguation_questions,exclusion_or_alt_triggers,notes,source_url
spiral boru,IS-028,Büyük çap kaynaklı çelik boru,Demir-Çelik,7305,IN,high,"Dış çap 406,4 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
spiral kaynakli boru,IS-028,Büyük çap kaynaklı çelik boru,Demir-Çelik,7305,IN,high,"Dış çap 406,4 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
spiral kaynaklı boru,IS-028,Büyük çap kaynaklı çelik boru,Demir-Çelik,7305,IN,high,"Dış çap 406,4 mm üzerinde mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik tup,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
dikdortgen profil,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
dikdörtgen profil,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
erw boru,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
hollow section,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
kare profil,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
kaynakli boru,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
kaynakli celik boru / kutu profil,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
kaynaklı boru,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
kaynaklı çelik boru / kutu profil,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
kutu profil,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik tüp,IS-029,Kaynaklı çelik boru / kutu profil,Demir-Çelik,7306,IN,high,"Kesit dairesel mi, kare/dikdörtgen mi? || Dış çap >406,4 mm mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
boru fitting,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik boru baglanti parcasi,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik dirsek,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
coupling,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
dirsek,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
flans,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
flanş,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
manson,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
manşon,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
pipe fitting,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
reduksiyon,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
redüksiyon,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
te parcasi,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
te parçası,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
tee,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik boru bağlantı parçası,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik dirsek,IS-030,Çelik boru bağlantı parçası,Demir-Çelik,7307,IN,high,"Dökme demir mi, paslanmaz mı, diğer çelik mi?",,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik cati,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik cephe tasiyici,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik direk,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik kiris,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik kolon,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik konstruksiyon,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik konstruksiyon / yapi parcasi,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik kopru,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik kule,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik merdiven,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik platform,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik sundurma,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik yapi,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik cephe taşıyıcı,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik direk,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik kiriş,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik kolon,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik konstrüksiyon,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik konstrüksiyon / yapı parçası,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik kule,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik köprü,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik merdiven,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik platform,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik sundurma,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik yapı,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik çatı,IS-031,Çelik konstrüksiyon / yapı parçası,Demir-Çelik,7308,IN,high,Prefabrik bina olarak mı sevk ediliyor? || Parça yapıda kullanıma özel hazırlanmış mı?,9406 prefabrik bina olabilir,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik kapi,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik korkuluk,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik panjur,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik pencere,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
demir kapi,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
demir kapı,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
demir korkuluk,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
demir pencere,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
demir/celik kapi-pencere ve korkuluk,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
demir/çelik kapı-pencere ve korkuluk,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
ferforje korkuluk,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
metal balkon korkulugu,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
metal balkon korkuluğu,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik kapı,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik korkuluk,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik panjur,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik pencere,IS-032,Demir/çelik kapı-pencere ve korkuluk,Demir-Çelik,7308,IN,high,Ana malzeme demir/çelik mi? || Komple yapı elemanı mı?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
buyuk celik tank >300 l,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
büyük çelik tank >300 l,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik tank,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
depo tanki,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
depo tankı,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
paslanmaz tank,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
reaktor govdesi,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
reaktör gövdesi,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
silo tanki,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
silo tankı,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
su tanki celik,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
su tankı çelik,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
vat,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
çelik tank,IS-033,Büyük çelik tank >300 L,Demir-Çelik,7309,IN,medium,Kapasite 300 L üzerinde mi? || Mekanik/termal ekipman içeriyor mu? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik bidon,IS-034,Çelik varil / kutu / küçük tank ≤300 L,Demir-Çelik,7310,IN,medium,Kapasite 300 L veya altında mı? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik varil,IS-034,Çelik varil / kutu / küçük tank ≤300 L,Demir-Çelik,7310,IN,medium,Kapasite 300 L veya altında mı? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
celik varil / kutu / kucuk tank ≤300 l,IS-034,Çelik varil / kutu / küçük tank ≤300 L,Demir-Çelik,7310,IN,medium,Kapasite 300 L veya altında mı? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
metal kutu,IS-034,Çelik varil / kutu / küçük tank ≤300 L,Demir-Çelik,7310,IN,medium,Kapasite 300 L veya altında mı? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
metal varil,IS-034,Çelik varil / kutu / küçük tank ≤300 L,Demir-Çelik,7310,IN,medium,Kapasite 300 L veya altında mı? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
steel can,IS-034,Çelik varil / kutu / küçük tank ≤300 L,Demir-Çelik,7310,IN,medium,Kapasite 300 L veya altında mı? || Basınçlı gaz için mi?,,,https://taxation-customs.ec.europa.eu/document/download/3eb64513-8255-4c71-875a-bd0a8c7ff772_en
